rpm,temperature,vibration,pressure,load,temp_ma,vib_ma,temp_roc,vib_roc,rpm_std,pressure_deviation,temp_deviation,vib_deviation,combined_degradation_index,scenario,severity,fault_label,is_anomaly,rul_hours,run,tick
4198.7,72.02,1.187,4.202,54.8,71.946,1.191,0.03999999999999204,-0.018999999999999906,2.35495930608854,0.0019999999999997797,0.01999999999999602,-0.0129999999999999,0.0010919837224353862,NORMAL,0.0,NONE,0,12.0,NORMAL_0,17
4200.7,72.02,1.2,4.219,54.4,71.978,1.1962,0.0,0.0129999999999999,2.5711590238181374,0.019000000000000128,0.01999999999999602,0.0,0.0011784636095272254,NORMAL,0.0,NONE,0,12.0,NORMAL_0,18
4206.8,72.14,1.179,4.219,54.3,72.014,1.1924,0.12000000000000455,-0.020999999999999908,3.4744639874374856,0.019000000000000128,0.14000000000000057,-0.020999999999999908,0.002439785594974999,NORMAL,0.0,NONE,0,12.0,NORMAL_0,19
4200.8,72.03,1.194,4.21,54.4,72.038,1.1932,-0.10999999999999943,0.014999999999999902,3.535855624880652,0.009999999999999787,0.030000000000001137,-0.006000000000000005,0.0016393422499522696,NORMAL,0.0,NONE,0,12.0,NORMAL_0,20
4198.1,72.09,1.176,4.215,54.2,72.06,1.1872,0.060000000000002274,-0.018000000000000016,3.5479571587041727,0.01499999999999968,0.09000000000000341,-0.02400000000000002,0.002094182863481695,NORMAL,0.0,NONE,0,12.0,NORMAL_0,21
4197.4,72.09,1.194,4.228,54.7,72.074,1.1885999999999999,0.0,0.018000000000000016,3.469855904789148,0.02799999999999958,0.09000000000000341,-0.006000000000000005,0.002062942361915685,NORMAL,0.0,NONE,0,12.0,NORMAL_0,22
4195.9,72.15,1.199,4.236,54.4,72.1,1.1884000000000001,0.060000000000002274,0.0050000000000001155,3.2490614029285876,0.03599999999999959,0.15000000000000568,-0.0009999999999998899,0.0024246245611714776,NORMAL,0.0,NONE,0,12.0,NORMAL_0,23
4197.6,72.18,1.201,4.232,54.2,72.108,1.1928,0.030000000000001137,0.0020000000000000018,3.2496153618544286,0.03200000000000003,0.18000000000000682,0.001000000000000112,0.0026998461447418284,NORMAL,0.0,NONE,0,12.0,NORMAL_0,24
4203.2,72.06,1.216,4.225,54.3,72.114,1.1972,-0.12000000000000455,0.014999999999999902,3.518110288208742,0.024999999999999467,0.060000000000002274,0.016000000000000014,0.0026572441152835145,NORMAL,0.0,NONE,0,12.0,NORMAL_0,25
4199.9,72.16,1.231,4.227,54.8,72.128,1.2082000000000002,0.09999999999999432,0.015000000000000124,3.518465574650411,0.027000000000000135,0.1599999999999966,0.03100000000000014,0.004157386229860146,NORMAL,0.0,NONE,0,12.0,NORMAL_0,26
4201.0,72.13,1.246,4.214,54.7,72.136,1.2186,-0.030000000000001137,0.014999999999999902,3.5977631939859607,0.014000000000000234,0.12999999999999545,0.04600000000000004,0.004714105277594353,NORMAL,0.0,NONE,0,12.0,NORMAL_0,27
4201.9,72.06,1.224,4.209,55.0,72.11800000000001,1.2236,-0.06999999999999318,-0.02200000000000002,3.482513460131933,0.008999999999999453,0.060000000000002274,0.02400000000000002,0.003043005384052791,NORMAL,0.0,NONE,0,12.0,NORMAL_0,28
4207.9,72.02,1.207,4.209,55.4,72.086,1.2248,-0.04000000000000625,-0.016999999999999904,3.9989842460304583,0.008999999999999453,0.01999999999999602,0.007000000000000117,0.0020995936984121596,NORMAL,0.0,NONE,0,12.0,NORMAL_0,29
4208.2,72.11,1.219,4.214,55.4,72.096,1.2254,0.09000000000000341,0.01200000000000001,4.373496884645037,0.014000000000000234,0.10999999999999943,0.019000000000000128,0.0035243987538580166,NORMAL,0.0,NONE,0,12.0,NORMAL_0,30
4202.8,72.1,1.232,4.219,55.7,72.08399999999999,1.2256,-0.010000000000005116,0.0129999999999999,4.380639222761891,0.019000000000000128,0.09999999999999432,0.03200000000000003,0.004102255689104715,NORMAL,0.0,NONE,0,12.0,NORMAL_0,31
4208.5,72.03,1.212,4.216,55.9,72.064,1.2188,-0.06999999999999318,-0.020000000000000018,4.71718931144384,0.016000000000000014,0.030000000000001137,0.01200000000000001,0.002711875724577545,NORMAL,0.0,NONE,0,12.0,NORMAL_0,32
4208.5,71.97,1.228,4.21,56.2,72.046,1.2196,-0.060000000000002274,0.016000000000000014,4.9198577215200165,0.009999999999999787,-0.030000000000001137,0.028000000000000025,0.0033679430886080076,NORMAL,0.0,NONE,0,12.0,NORMAL_0,33
4207.5,71.94,1.242,4.196,55.7,72.03,1.2266,-0.030000000000001137,0.014000000000000012,4.600543446159407,-0.004000000000000448,-0.060000000000002274,0.04200000000000004,0.0042602173784638,NORMAL,0.0,NONE,0,12.0,NORMAL_0,34
4207.4,71.96,1.256,4.213,55.8,72.0,1.234,0.01999999999999602,0.014000000000000012,4.304753186885405,0.0129999999999999,-0.04000000000000625,0.05600000000000005,0.004521901274754164,NORMAL,0.0,NONE,0,12.0,NORMAL_0,35
4207.7,71.92,1.241,4.224,55.3,71.964,1.2358,-0.03999999999999204,-0.014999999999999902,4.278653409660552,0.02400000000000002,-0.0799999999999983,0.04100000000000015,0.003761461363864228,NORMAL,0.0,NONE,0,12.0,NORMAL_0,36
4200.6,71.99,1.255,4.232,54.9,71.95599999999999,1.2444,0.06999999999999318,0.01399999999999979,4.2019757257746875,0.03200000000000003,-0.010000000000005116,0.05499999999999994,0.004430790290309872,NORMAL,0.0,NONE,0,12.0,NORMAL_0,37
4196.9,71.97,1.266,4.238,55.2,71.95599999999999,1.252,-0.01999999999999602,0.01100000000000012,4.3888609000513865,0.038000000000000256,-0.030000000000001137,0.06600000000000006,0.005055544360020557,NORMAL,0.0,NONE,0,12.0,NORMAL_0,38
4194.4,71.9,1.261,4.239,54.9,71.94800000000001,1.2558,-0.06999999999999318,-0.0050000000000001155,4.665501044903965,0.0389999999999997,-0.09999999999999432,0.06099999999999994,0.004916200417961583,NORMAL,0.0,NONE,0,12.0,NORMAL_0,39
4190.3,71.99,1.272,4.218,54.6,71.954,1.259,0.0899999999999892,0.01100000000000012,5.346893958177933,0.017999999999999794,-0.010000000000005116,0.07200000000000006,0.005738757583271177,NORMAL,0.0,NONE,0,12.0,NORMAL_0,40
4193.2,71.9,1.262,4.202,54.9,71.95,1.2631999999999999,-0.0899999999999892,-0.010000000000000009,5.6156388772783385,0.0019999999999997797,-0.09999999999999432,0.062000000000000055,0.0053462555509113385,NORMAL,0.0,NONE,0,12.0,NORMAL_0,41
4189.7,71.95,1.248,4.194,55.1,71.94200000000001,1.2618,0.04999999999999716,-0.014000000000000012,6.1269466294394865,-0.006000000000000227,-0.04999999999999716,0.04800000000000004,0.005330778651775815,NORMAL,0.0,NONE,0,12.0,NORMAL_0,42
4188.6,72.0,1.25,4.182,54.6,71.94800000000001,1.2586,0.04999999999999716,0.0020000000000000018,6.62622818804176,-0.017999999999999794,0.0,0.050000000000000044,0.00659049127521669,NORMAL,0.0,NONE,0,12.0,NORMAL_0,43
4195.5,72.06,1.223,4.2,54.5,71.97999999999999,1.251,0.060000000000002274,-0.026999999999999913,6.6922548516923115,0.0,0.060000000000002274,0.02300000000000013,0.004276901940676948,NORMAL,0.0,NONE,0,12.0,NORMAL_0,44
4192.5,72.11,1.228,4.188,54.5,72.00399999999999,1.2422,0.04999999999999716,0.004999999999999893,6.894454293125688,-0.012000000000000455,0.10999999999999943,0.028000000000000025,0.005942781717250309,NORMAL,0.0,NONE,0,12.0,NORMAL_0,45
4191.8,71.99,1.238,4.183,54.3,72.022,1.2374,-0.12000000000000455,0.010000000000000009,7.131092132345439,-0.017000000000000348,-0.010000000000005116,0.038000000000000034,0.006112436852938205,NORMAL,0.0,NONE,0,12.0,NORMAL_0,46
4189.4,72.09,1.219,4.18,54.3,72.05,1.2316,0.10000000000000853,-0.018999999999999906,7.469154905342323,-0.020000000000000462,0.09000000000000341,0.019000000000000128,0.006212661962136998,NORMAL,0.0,NONE,0,12.0,NORMAL_0,47
4192.3,72.2,1.215,4.19,54.7,72.09,1.2246000000000001,0.10999999999999943,-0.0040000000000000036,7.585530634042632,-0.009999999999999787,0.20000000000000284,0.015000000000000124,0.006084212253617063,NORMAL,0.0,NONE,0,12.0,NORMAL_0,48
4197.5,72.06,1.215,4.199,54.6,72.09,1.223,-0.14000000000000057,0.0,7.286581846105862,-0.001000000000000334,0.060000000000002274,0.015000000000000124,0.004194632738442395,NORMAL,0.0,NONE,0,12.0,NORMAL_0,49
4195.5,72.12,1.198,4.183,54.8,72.09200000000001,1.217,0.060000000000002274,-0.017000000000000126,6.929004257467278,-0.017000000000000348,0.12000000000000455,-0.0020000000000000018,0.005031601702986973,NORMAL,0.0,NONE,0,12.0,NORMAL_0,50
4200.5,72.15,1.18,4.187,54.8,72.124,1.2054,0.030000000000001137,-0.018000000000000016,6.8593203016042015,-0.0129999999999999,0.15000000000000568,-0.020000000000000018,0.004908728120641716,NORMAL,0.0,NONE,0,12.0,NORMAL_0,51
4197.0,72.04,1.163,4.181,55.0,72.114,1.1942,-0.10999999999999943,-0.016999999999999904,6.370588669816905,-0.019000000000000128,0.04000000000000625,-0.03699999999999992,0.0043682354679268195,NORMAL,0.0,NONE,0,12.0,NORMAL_0,52
4197.7,72.03,1.158,4.184,54.8,72.08000000000001,1.1827999999999999,-0.010000000000005116,-0.0050000000000001155,5.790682170521833,-0.016000000000000014,0.030000000000001137,-0.04200000000000004,0.0038212728682087433,NORMAL,0.0,NONE,0,12.0,NORMAL_0,53
4194.2,71.98,1.174,4.198,55.0,72.06400000000001,1.1745999999999999,-0.04999999999999716,0.016000000000000014,5.199834131969924,-0.0019999999999997797,-0.01999999999999602,-0.026000000000000023,0.002239933652787952,NORMAL,0.0,NONE,0,12.0,NORMAL_0,54
4197.6,71.86,1.166,4.212,55.3,72.012,1.1682,-0.12000000000000455,-0.008000000000000007,4.480008370527883,0.011999999999999567,-0.14000000000000057,-0.03400000000000003,0.001792003348211153,NORMAL,0.0,NONE,0,12.0,NORMAL_0,55
4193.7,71.83,1.154,4.213,55.3,71.94800000000001,1.1629999999999998,-0.030000000000001137,-0.01200000000000001,3.43561857603549,0.0129999999999999,-0.1700000000000017,-0.04600000000000004,0.001374247430414196,NORMAL,0.0,NONE,0,12.0,NORMAL_0,56
4188.2,71.97,1.154,4.22,55.4,71.934,1.1611999999999998,0.14000000000000057,0.0,3.387458486830497,0.019999999999999574,-0.030000000000001137,-0.04600000000000004,0.001354983394732199,NORMAL,0.0,NONE,0,12.0,NORMAL_0,57
4185.9,71.93,1.176,4.214,55.0,71.914,1.1648,-0.03999999999999204,0.02200000000000002,3.7201982474056825,0.014000000000000234,-0.06999999999999318,-0.02400000000000002,0.0014880792989622731,NORMAL,0.0,NONE,0,12.0,NORMAL_0,58
4186.6,71.85,1.158,4.222,55.2,71.888,1.1616,-0.0800000000000125,-0.018000000000000016,3.981491554681499,0.02200000000000024,-0.15000000000000568,-0.04200000000000004,0.0015925966218725996,NORMAL,0.0,NONE,0,12.0,NORMAL_0,59
4188.7,71.81,1.162,4.205,55.5,71.878,1.1607999999999998,-0.03999999999999204,0.0040000000000000036,4.048144636744125,0.004999999999999893,-0.18999999999999773,-0.038000000000000034,0.00161925785469765,NORMAL,0.0,NONE,0,12.0,NORMAL_0,60
4195.9,71.73,1.178,4.219,55.7,71.858,1.1656,-0.0799999999999983,0.016000000000000014,4.103705642465127,0.019000000000000128,-0.269999999999996,-0.02200000000000002,0.001641482256986051,NORMAL,0.0,NONE,0,12.0,NORMAL_0,61
4190.7,71.73,1.17,4.224,56.0,71.81,1.1687999999999998,0.0,-0.008000000000000007,4.069877148023035,0.02400000000000002,-0.269999999999996,-0.030000000000000027,0.0016279508592092137,NORMAL,0.0,NONE,0,12.0,NORMAL_0,62
4188.8,71.69,1.182,4.235,56.3,71.762,1.17,-0.04000000000000625,0.01200000000000001,4.059310286243242,0.03500000000000014,-0.3100000000000023,-0.018000000000000016,0.001623724114497297,NORMAL,0.0,NONE,0,12.0,NORMAL_0,63
4184.4,71.69,1.177,4.246,55.9,71.72999999999999,1.1738,0.0,-0.004999999999999893,4.422157278976002,0.04600000000000026,-0.3100000000000023,-0.02299999999999991,0.0017688629115904008,NORMAL,0.0,NONE,0,12.0,NORMAL_0,64
4190.3,71.66,1.187,4.253,56.0,71.7,1.1788,-0.030000000000001137,0.010000000000000009,4.446715079696515,0.052999999999999936,-0.3400000000000034,-0.0129999999999999,0.0017786860318786063,NORMAL,0.0,NONE,0,12.0,NORMAL_0,65
4196.6,71.76,1.195,4.242,55.7,71.70599999999999,1.1822,0.10000000000000853,0.008000000000000007,4.539920153482941,0.041999999999999815,-0.23999999999999488,-0.004999999999999893,0.0018159680613931764,NORMAL,0.0,NONE,0,12.0,NORMAL_0,66
4202.6,71.84,1.201,4.252,55.2,71.728,1.1884000000000001,0.0799999999999983,0.006000000000000005,4.969534686467218,0.0519999999999996,-0.1599999999999966,0.001000000000000112,0.002037813874586893,NORMAL,0.0,NONE,0,12.0,NORMAL_0,67
4206.8,71.97,1.184,4.239,55.6,71.784,1.1888,0.12999999999999545,-0.017000000000000126,5.772988827288782,0.0389999999999997,-0.030000000000001137,-0.016000000000000014,0.002309195530915513,NORMAL,0.0,NONE,0,12.0,NORMAL_0,68
4201.0,72.03,1.184,4.217,55.8,71.852,1.1902000000000001,0.060000000000002274,0.0,5.928598063623568,0.01699999999999946,0.030000000000001137,-0.016000000000000014,0.002596439225449436,NORMAL,0.0,NONE,0,12.0,NORMAL_0,69
4195.2,72.01,1.177,4.228,55.6,71.922,1.1882,-0.01999999999999602,-0.006999999999999895,5.925504197956584,0.02799999999999958,0.010000000000005116,-0.02299999999999991,0.002445201679182672,NORMAL,0.0,NONE,0,12.0,NORMAL_0,70
4196.3,72.09,1.175,4.236,55.4,71.988,1.1842000000000001,0.0799999999999983,-0.0020000000000000018,5.768006588068458,0.03599999999999959,0.09000000000000341,-0.02499999999999991,0.0029822026352274086,NORMAL,0.0,NONE,0,12.0,NORMAL_0,71
4201.5,72.11,1.196,4.238,55.0,72.042,1.1832,0.01999999999999602,0.020999999999999908,5.968439913411304,0.038000000000000256,0.10999999999999943,-0.0040000000000000036,0.0032123759653645174,NORMAL,0.0,NONE,0,12.0,NORMAL_0,72
4204.1,72.16,1.2,4.248,55.0,72.08,1.1864000000000001,0.04999999999999716,0.0040000000000000036,6.31264405776229,0.04800000000000004,0.1599999999999966,0.0,0.00372505762310489,NORMAL,0.0,NONE,0,12.0,NORMAL_0,73
4198.7,72.09,1.208,4.236,55.2,72.09200000000001,1.1911999999999998,-0.06999999999999318,0.008000000000000007,6.379388685446393,0.03599999999999959,0.09000000000000341,0.008000000000000007,0.0036267554741785833,NORMAL,0.0,NONE,0,12.0,NORMAL_0,74
4200.5,72.01,1.191,4.228,54.8,72.09200000000001,1.194,-0.0799999999999983,-0.016999999999999904,6.476331909345085,0.02799999999999958,0.010000000000005116,-0.008999999999999897,0.0026655327637380728,NORMAL,0.0,NONE,0,12.0,NORMAL_0,75
4202.5,72.07,1.195,4.225,54.5,72.088,1.198,0.05999999999998806,0.0040000000000000036,6.680664263379902,0.024999999999999467,0.06999999999999318,-0.004999999999999893,0.00319726570535191,NORMAL,0.0,NONE,0,12.0,NORMAL_0,76
4201.3,71.98,1.195,4.219,54.4,72.062,1.1978,-0.0899999999999892,0.0,6.597544997951986,0.019000000000000128,-0.01999999999999602,-0.004999999999999893,0.0026390179991807945,NORMAL,0.0,NONE,0,12.0,NORMAL_0,77
4195.2,71.99,1.205,4.2,54.3,72.02799999999999,1.1987999999999999,0.009999999999990905,0.010000000000000009,6.190094910419458,0.0,-0.010000000000005116,0.0050000000000001155,0.002726037964167789,NORMAL,0.0,NONE,0,12.0,NORMAL_0,78
4190.6,71.97,1.199,4.204,54.0,72.00399999999999,1.197,-0.01999999999999602,-0.006000000000000005,5.929862983240086,0.0039999999999995595,-0.030000000000001137,-0.0009999999999998899,0.0023719451932960344,NORMAL,0.0,NONE,0,12.0,NORMAL_0,79
4190.6,71.99,1.198,4.203,53.8,72.0,1.1984,0.01999999999999602,-0.001000000000000112,5.816923585539064,0.0030000000000001137,-0.010000000000005116,-0.0020000000000000018,0.002326769434215626,NORMAL,0.0,NONE,0,12.0,NORMAL_0,80
4196.4,72.0,1.217,4.197,53.5,71.986,1.2028,0.010000000000005116,0.019000000000000128,5.8145915591725466,-0.0030000000000001137,0.0,0.017000000000000126,0.003415836623669034,NORMAL,0.0,NONE,0,12.0,NORMAL_0,81
4196.2,72.05,1.214,4.183,53.8,72.0,1.2066000000000001,0.04999999999999716,-0.0030000000000001137,5.65186694818628,-0.017000000000000348,0.04999999999999716,0.014000000000000012,0.004695746779274519,NORMAL,0.0,NONE,0,12.0,NORMAL_0,82
4201.7,72.11,1.205,4.175,53.7,72.024,1.2066000000000001,0.060000000000002274,-0.008999999999999897,5.412566396821427,-0.025000000000000355,0.10999999999999943,0.0050000000000001155,0.005240026558728601,NORMAL,0.0,NONE,0,12.0,NORMAL_0,83
4199.0,72.15,1.195,4.178,53.7,72.06,1.2058,0.04000000000000625,-0.010000000000000009,4.484693412040551,-0.02200000000000024,0.15000000000000568,-0.004999999999999893,0.004678877364816283,NORMAL,0.0,NONE,0,12.0,NORMAL_0,84
4195.5,72.17,1.18,4.17,53.8,72.096,1.2022,0.01999999999999602,-0.015000000000000124,4.148285790540478,-0.03000000000000025,0.1700000000000017,-0.020000000000000018,0.005334314316216225,NORMAL,0.0,NONE,0,12.0,NORMAL_0,85
4193.7,72.11,1.167,4.164,53.6,72.11800000000001,1.1922000000000001,-0.060000000000002274,-0.0129999999999999,4.265219806762625,-0.036000000000000476,0.10999999999999943,-0.03299999999999992,0.0054110879227050835,NORMAL,0.0,NONE,0,12.0,NORMAL_0,86
4189.0,72.02,1.161,4.157,54.2,72.112,1.1816,-0.09000000000000341,-0.006000000000000005,4.621785369313471,-0.04300000000000015,0.01999999999999602,-0.038999999999999924,0.00543871414772537,NORMAL,0.0,NONE,0,12.0,NORMAL_0,87
4193.1,72.11,1.183,4.152,54.1,72.112,1.1772,0.09000000000000341,0.02200000000000002,4.234675312228761,-0.04800000000000004,0.10999999999999943,-0.016999999999999904,0.006358870124891504,NORMAL,0.0,NONE,0,12.0,NORMAL_0,88
4196.5,72.05,1.181,4.154,54.1,72.092,1.1743999999999999,-0.060000000000002274,-0.0020000000000000018,4.140241538847675,-0.04600000000000026,0.04999999999999716,-0.018999999999999906,0.00571109661553907,NORMAL,0.0,NONE,0,12.0,NORMAL_0,89
4194.2,72.05,1.189,4.151,53.9,72.068,1.1762000000000001,0.0,0.008000000000000007,4.166185305528282,-0.04900000000000038,0.04999999999999716,-0.010999999999999899,0.005961474122211322,NORMAL,0.0,NONE,0,12.0,NORMAL_0,90
4193.7,72.15,1.173,4.159,54.1,72.076,1.1774,0.10000000000000853,-0.016000000000000014,4.22090037788146,-0.04100000000000037,0.15000000000000568,-0.026999999999999913,0.006093360151152656,NORMAL,0.0,NONE,0,12.0,NORMAL_0,91
4199.1,72.13,1.196,4.173,54.6,72.098,1.1844000000000001,-0.020000000000010232,0.02299999999999991,4.115531557405427,-0.027000000000000135,0.12999999999999545,-0.0040000000000000036,0.004781212622962148,NORMAL,0.0,NONE,0,12.0,NORMAL_0,92
4204.1,72.03,1.192,4.164,54.4,72.082,1.1862,-0.09999999999999432,-0.0040000000000000036,4.115531557405427,-0.036000000000000476,0.030000000000001137,-0.008000000000000007,0.004751212622962218,NORMAL,0.0,NONE,0,12.0,NORMAL_0,93
4205.8,72.02,1.205,4.182,54.2,72.076,1.191,-0.010000000000005116,0.013000000000000123,4.56478641340426,-0.017999999999999794,0.01999999999999602,0.0050000000000001155,0.003665914565361664,NORMAL,0.0,NONE,0,12.0,NORMAL_0,94
4200.0,71.98,1.203,4.192,53.9,72.062,1.1938,-0.03999999999999204,-0.0020000000000000018,4.546526146411139,-0.008000000000000007,-0.01999999999999602,0.0030000000000001137,0.0026086104585644624,NORMAL,0.0,NONE,0,12.0,NORMAL_0,95
4204.1,72.06,1.198,4.196,53.6,72.04400000000001,1.1987999999999999,0.0799999999999983,-0.0050000000000001155,4.656919582728521,-0.004000000000000448,0.060000000000002274,-0.0020000000000000018,0.0026327678330914615,NORMAL,0.0,NONE,0,12.0,NORMAL_0,96
4208.8,72.13,1.19,4.191,54.2,72.04400000000001,1.1976,0.06999999999999318,-0.008000000000000007,5.252739761305568,-0.009000000000000341,0.12999999999999545,-0.010000000000000009,0.0037960959045222203,NORMAL,0.0,NONE,0,12.0,NORMAL_0,97
4205.9,72.21,1.209,4.201,54.0,72.08,1.201,0.0799999999999983,0.019000000000000128,5.541931071386586,0.0009999999999994458,0.20999999999999375,0.009000000000000119,0.004241772428554594,NORMAL,0.0,NONE,0,12.0,NORMAL_0,98
4200.3,72.28,1.206,4.193,53.7,72.13199999999999,1.2012,0.07000000000000739,-0.0030000000000001137,5.301063572529606,-0.007000000000000561,0.28000000000000114,0.006000000000000005,0.005080425429011897,NORMAL,0.0,NONE,0,12.0,NORMAL_0,99
4204.2,72.33,1.213,4.186,53.9,72.202,1.2032,0.04999999999999716,0.007000000000000117,5.128281876028317,-0.014000000000000234,0.3299999999999983,0.013000000000000123,0.006296312750411339,NORMAL,0.0,NONE,0,12.0,NORMAL_0,100
4198.5,72.35,1.203,4.173,53.8,72.25999999999999,1.2042,0.01999999999999602,-0.010000000000000009,5.094025912772766,-0.027000000000000135,0.3499999999999943,0.0030000000000001137,0.006972610365109081,NORMAL,0.0,NONE,0,12.0,NORMAL_0,101
4198.7,72.33,1.223,4.171,53.9,72.3,1.2108,-0.01999999999999602,0.020000000000000018,5.050096533730851,-0.028999999999999915,0.3299999999999983,0.02300000000000013,0.007965038613492327,NORMAL,0.0,NONE,0,12.0,NORMAL_0,102
4204.1,72.22,1.236,4.165,54.0,72.30199999999999,1.2162000000000002,-0.10999999999999943,0.0129999999999999,5.133641495079352,-0.03500000000000014,0.21999999999999886,0.03600000000000003,0.008303456598031746,NORMAL,0.0,NONE,0,12.0,NORMAL_0,103
4201.8,72.15,1.225,4.153,54.5,72.276,1.2200000000000002,-0.06999999999999318,-0.010999999999999899,5.158534191027583,-0.0470000000000006,0.15000000000000568,0.025000000000000133,0.00819841367641113,NORMAL,0.0,NONE,0,12.0,NORMAL_0,104
4201.4,72.06,1.209,4.141,54.8,72.22200000000001,1.2192,-0.09000000000000341,-0.016000000000000014,5.086403444478279,-0.05900000000000016,0.060000000000002274,0.009000000000000119,0.0076545613777913475,NORMAL,0.0,NONE,0,12.0,NORMAL_0,105
4205.7,72.07,1.191,4.156,54.6,72.166,1.2168,0.009999999999990905,-0.018000000000000016,5.033040830352981,-0.04400000000000048,0.06999999999999318,-0.008999999999999897,0.006058216332141181,NORMAL,0.0,NONE,0,12.0,NORMAL_0,106
4203.0,72.1,1.188,4.151,54.7,72.12,1.2098,0.030000000000001137,-0.0030000000000001137,4.314104773878372,-0.04900000000000038,0.09999999999999432,-0.01200000000000001,0.006395641909551337,NORMAL,0.0,NONE,0,12.0,NORMAL_0,107
